indicador,pais,ano,valor
Economia - Investimentos em pesquisa e desenvolvimento,México,2017,0.33
Economia - Investimentos em pesquisa e desenvolvimento,México,2018,0.31
Economia - Investimentos em pesquisa e desenvolvimento,México,2019,0.28
Economia - Investimentos em pesquisa e desenvolvimento,México,2020,0.30
Economia - Investimentos em pesquisa e desenvolvimento,Panamá,2000,0.36
Economia - Investimentos em pesquisa e desenvolvimento,Panamá,2001,0.36
Economia - Investimentos em pesquisa e desenvolvimento,Panamá,2002,0.34
Economia - Investimentos em pesquisa e desenvolvimento,Panamá,2003,0.32
Economia - Investimentos em pesquisa e desenvolvimento,Panamá,2004,0.23
Economia - Investimentos em pesquisa e desenvolvimento,Panamá,2005,0.23
Economia - Investimentos em pesquisa e desenvolvimento,Panamá,2006,0.24
Economia - Investimentos em pesquisa e desenvolvimento,Panamá,2007,0.18
Economia - Investimentos em pesquisa e desenvolvimento,Panamá,2008,0.19
Economia - Investimentos em pesquisa e desenvolvimento,Panamá,2009,0.13
Economia - Investimentos em pesquisa e desenvolvimento,Panamá,2010,0.14
Economia - Investimentos em pesquisa e desenvolvimento,Panamá,2011,0.17
Economia - Investimentos em pesquisa e desenvolvimento,Panamá,2012,0.08
Economia - Investimentos em pesquisa e desenvolvimento,Panamá,2013,0.06
Economia - Investimentos em pesquisa e desenvolvimento,Panamá,2014,0.14
Economia - Investimentos em pesquisa e desenvolvimento,Panamá,2015,0.12
Economia - Investimentos em pesquisa e desenvolvimento,Panamá,2016,0.14
Economia - Investimentos em pesquisa e desenvolvimento,Panamá,2017,0.15
Economia - Investimentos em pesquisa e desenvolvimento,Peru,2000,0.11
Economia - Investimentos em pesquisa e desenvolvimento,Peru,2001,0.11
Economia - Investimentos em pesquisa e desenvolvimento,Peru,2002,0.11
Economia - Investimentos em pesquisa e desenvolvimento,Peru,2003,0.11
Economia - Investimentos em pesquisa e desenvolvimento,Peru,2004,0.16
Economia - Investimentos em pesquisa e desenvolvimento,Peru,2011,0.08
Economia - Investimentos em pesquisa e desenvolvimento,Peru,2012,0.06
Economia - Investimentos em pesquisa e desenvolvimento,Peru,2013,0.08
Economia - Investimentos em pesquisa e desenvolvimento,Peru,2014,0.11
Economia - Investimentos em pesquisa e desenvolvimento,Peru,2015,0.12
Economia - Investimentos em pesquisa e desenvolvimento,Peru,2016,0.12
Economia - Investimentos em pesquisa e desenvolvimento,Peru,2017,0.12
Economia - Investimentos em pesquisa e desenvolvimento,Peru,2018,0.13
Economia - Investimentos em pesquisa e desenvolvimento,Peru,2019,0.16
Economia - Investimentos em pesquisa e desenvolvimento,Peru,2020,0.17
Economia - Investimentos em pesquisa e desenvolvimento,Uruguai,2000,0.21
Economia - Investimentos em pesquisa e desenvolvimento,Uruguai,2002,0.24
Economia - Investimentos em pesquisa e desenvolvimento,Uruguai,2006,0.37
Economia - Investimentos em pesquisa e desenvolvimento,Uruguai,2007,0.42
Economia - Investimentos em pesquisa e desenvolvimento,Uruguai,2008,0.38
Economia - Investimentos em pesquisa e desenvolvimento,Uruguai,2009,0.41
Economia - Investimentos em pesquisa e desenvolvimento,Uruguai,2010,0.34
Economia - Investimentos em pesquisa e desenvolvimento,Uruguai,2011,0.35
Economia - Investimentos em pesquisa e desenvolvimento,Uruguai,2012,0.33
Economia - Investimentos em pesquisa e desenvolvimento,Uruguai,2013,0.32
Economia - Investimentos em pesquisa e desenvolvimento,Uruguai,2014,0.34
Economia - Investimentos em pesquisa e desenvolvimento,Uruguai,2015,0.36
Economia - Investimentos em pesquisa e desenvolvimento,Uruguai,2016,0.38
Economia - Investimentos em pesquisa e desenvolvimento,Uruguai,2017,0.45
Economia - Investimentos em pesquisa e desenvolvimento,Uruguai,2018,0.39
Economia - Investimentos em pesquisa e desenvolvimento,Uruguai,2019,0.48
Economia - Investimentos em pesquisa e desenvolvimento,Brasil,2000,1.05
Economia - Investimentos em pesquisa e desenvolvimento,Brasil,2001,1.06
Economia - Investimentos em pesquisa e desenvolvimento,Brasil,2002,1.01
Economia - Investimentos em pesquisa e desenvolvimento,Brasil,2003,1.00
Economia - Investimentos em pesquisa e desenvolvimento,Brasil,2004,0.96
Economia - Investimentos em pesquisa e desenvolvimento,Brasil,2005,1.00
Economia - Investimentos em pesquisa e desenvolvimento,Brasil,2006,0.99
Economia - Investimentos em pesquisa e desenvolvimento,Brasil,2007,1.08
Economia - Investimentos em pesquisa e desenvolvimento,Brasil,2008,1.13
Economia - Investimentos em pesquisa e desenvolvimento,Brasil,2009,1.12
Economia - Investimentos em pesquisa e desenvolvimento,Brasil,2010,1.16
Economia - Investimentos em pesquisa e desenvolvimento,Brasil,2011,1.14
Economia - Investimentos em pesquisa e desenvolvimento,Brasil,2012,1.13
Economia - Investimentos em pesquisa e desenvolvimento,Brasil,2013,1.20
Economia - Investimentos em pesquisa e desenvolvimento,Brasil,2014,1.27
Economia - Investimentos em pesquisa e desenvolvimento,Brasil,2015,1.37
Economia - Investimentos em pesquisa e desenvolvimento,Brasil,2016,1.29
Economia - Investimentos em pesquisa e desenvolvimento,Brasil,2017,1.12
Economia - Investimentos em pesquisa e desenvolvimento,Brasil,2018,1.17
Economia - Investimentos em pesquisa e desenvolvimento,Brasil,2019,1.21
Economia - Investimentos em pesquisa e desenvolvimento,Equador,2001,0.05
Economia - Investimentos em pesquisa e desenvolvimento,Equador,2002,0.06
Economia - Investimentos em pesquisa e desenvolvimento,Equador,2003,0.06
Economia - Investimentos em pesquisa e desenvolvimento,Equador,2006,0.13
Economia - Investimentos em pesquisa e desenvolvimento,Equador,2007,0.13
Economia - Investimentos em pesquisa e desenvolvimento,Equador,2008,0.23
Economia - Investimentos em pesquisa e desenvolvimento,Equador,2009,0.39
Economia - Investimentos em pesquisa e desenvolvimento,Equador,2010,0.40
Economia - Investimentos em pesquisa e desenvolvimento,Equador,2011,0.34
Economia - Investimentos em pesquisa e desenvolvimento,Equador,2012,0.33
Economia - Investimentos em pesquisa e desenvolvimento,Equador,2013,0.38
Economia - Investimentos em pesquisa e desenvolvimento,Equador,2014,0.44
Economia - Investimentos em pesquisa e desenvolvimento,Paraguai,2001,0.07
Economia - Investimentos em pesquisa e desenvolvimento,Paraguai,2002,0.07
Economia - Investimentos em pesquisa e desenvolvimento,Paraguai,2003,0.06
Economia - Investimentos em pesquisa e desenvolvimento,Paraguai,2004,0.06
Economia - Investimentos em pesquisa e desenvolvimento,Paraguai,2005,0.06
Economia - Investimentos em pesquisa e desenvolvimento,Paraguai,2008,0.04
Economia - Investimentos em pesquisa e desenvolvimento,Paraguai,2011,0.04
Economia - Investimentos em pesquisa e desenvolvimento,Paraguai,2012,0.07
Economia - Investimentos em pesquisa e desenvolvimento,Paraguai,2013,0.07
Economia - Investimentos em pesquisa e desenvolvimento,Paraguai,2014,0.08
Economia - Investimentos em pesquisa e desenvolvimento,Paraguai,2015,0.10
Economia - Investimentos em pesquisa e desenvolvimento,Paraguai,2016,0.12
Economia - Investimentos em pesquisa e desenvolvimento,Paraguai,2017,0.15
Economia - Investimentos em pesquisa e desenvolvimento,Paraguai,2018,0.15
Economia - Investimentos em pesquisa e desenvolvimento,Paraguai,2019,0.14
Economia - Investimentos em pesquisa e desenvolvimento,Nicarágua,2002,0.03
Economia - Investimentos em pesquisa e desenvolvimento,Nicarágua,2011,0.08
Economia - Investimentos em pesquisa e desenvolvimento,Nicarágua,2012,0.10
Economia - Investimentos em pesquisa e desenvolvimento,Nicarágua,2013,0.10
Economia - Investimentos em pesquisa e desenvolvimento,Nicarágua,2014,0.09
Economia - Investimentos em pesquisa e desenvolvimento,Nicarágua,2015,0.11
Economia - Investimentos em pesquisa e desenvolvimento,Guatemala,2005,0.04
Economia - Investimentos em pesquisa e desenvolvimento,Guatemala,2006,0.05
Economia - Investimentos em pesquisa e desenvolvimento,Guatemala,2007,0.07
Economia - Investimentos em pesquisa e desenvolvimento,Guatemala,2008,0.06
Economia - Investimentos em pesquisa e desenvolvimento,Guatemala,2009,0.06
Economia - Investimentos em pesquisa e desenvolvimento,Guatemala,2010,0.04
Economia - Investimentos em pesquisa e desenvolvimento,Guatemala,2011,0.05
Economia - Investimentos em pesquisa e desenvolvimento,Guatemala,2012,0.05
Economia - Investimentos em pesquisa e desenvolvimento,Guatemala,2013,0.04
Economia - Investimentos em pesquisa e desenvolvimento,Guatemala,2014,0.03
Economia - Investimentos em pesquisa e desenvolvimento,Guatemala,2015,0.03
Economia - Investimentos em pesquisa e desenvolvimento,Guatemala,2016,0.02
Economia - Investimentos em pesquisa e desenvolvimento,Guatemala,2017,0.03
Economia - Investimentos em pesquisa e desenvolvimento,Guatemala,2018,0.03
Economia - Investimentos em pesquisa e desenvolvimento,Guatemala,2019,0.03
Economia - Investimentos em pesquisa e desenvolvimento,Venezuela,2005,0.19
Economia - Investimentos em pesquisa e desenvolvimento,Venezuela,2006,0.32
Economia - Investimentos em pesquisa e desenvolvimento,Venezuela,2007,0.20
Economia - Investimentos em pesquisa e desenvolvimento,Venezuela,2008,0.24
Economia - Investimentos em pesquisa e desenvolvimento,Venezuela,2009,0.24
Economia - Investimentos em pesquisa e desenvolvimento,Venezuela,2010,0.19
Economia - Investimentos em pesquisa e desenvolvimento,Venezuela,2011,0.15
Economia - Investimentos em pesquisa e desenvolvimento,Venezuela,2012,0.25
Economia - Investimentos em pesquisa e desenvolvimento,Venezuela,2013,0.32
Economia - Investimentos em pesquisa e desenvolvimento,Venezuela,2014,0.34
Economia - Investimentos em pesquisa e desenvolvimento,Chile,2007,0.31
Economia - Investimentos em pesquisa e desenvolvimento,Chile,2008,0.37
Economia - Investimentos em pesquisa e desenvolvimento,Chile,2009,0.35
Economia - Investimentos em pesquisa e desenvolvimento,Chile,2010,0.33
Economia - Investimentos em pesquisa e desenvolvimento,Chile,2011,0.35
Economia - Investimentos em pesquisa e desenvolvimento,Chile,2012,0.36
Economia - Investimentos em pesquisa e desenvolvimento,Chile,2013,0.39
Economia - Investimentos em pesquisa e desenvolvimento,Chile,2014,0.38
Economia - Investimentos em pesquisa e desenvolvimento,Chile,2015,0.38
Economia - Investimentos em pesquisa e desenvolvimento,Chile,2016,0.37
Economia - Investimentos em pesquisa e desenvolvimento,Chile,2017,0.36
Economia - Investimentos em pesquisa e desenvolvimento,Chile,2018,0.37
Economia - Investimentos em pesquisa e desenvolvimento,Chile,2019,0.34
Economia - Investimentos em pesquisa e desenvolvimento,El Salvador,2007,0.11
Economia - Investimentos em pesquisa e desenvolvimento,El Salvador,2008,0.13
Economia - Investimentos em pesquisa e desenvolvimento,El Salvador,2009,0.09
Economia - Investimentos em pesquisa e desenvolvimento,El Salvador,2010,0.08
Economia - Investimentos em pesquisa e desenvolvimento,El Salvador,2011,0.04
Economia - Investimentos em pesquisa e desenvolvimento,El Salvador,2012,0.03
Economia - Investimentos em pesquisa e desenvolvimento,El Salvador,2013,0.06
Economia - Investimentos em pesquisa e desenvolvimento,El Salvador,2014,0.09
Economia - Investimentos em pesquisa e desenvolvimento,El Salvador,2015,0.14
Economia - Investimentos em pesquisa e desenvolvimento,El Salvador,2016,0.14
Economia - Investimentos em pesquisa e desenvolvimento,El Salvador,2017,0.18
Economia - Investimentos em pesquisa e desenvolvimento,El Salvador,2018,0.17
Economia - Investimentos em pesquisa e desenvolvimento,El Salvador,2019,0.17
Economia - Investimentos em pesquisa e desenvolvimento,Porto Rico,2009,0.45
Economia - Investimentos em pesquisa e desenvolvimento,Porto Rico,2013,0.44
Economia - Investimentos em pesquisa e desenvolvimento,Porto Rico,2015,0.43
